code,name,price,pct_chg,volume,amount,turnover
688478,晶升股份,43.95,6.42,37302.0,159405106.0,2.7
300687,赛意信息,26.53,6.42,142897.0,369594646.99,4.25
600396,华电辽能,17.42,6.41,2175814.0,3695649421.0,14.77
688343,云天励飞-U,60.33,6.4,97276.0,575944648.0,2.71
000691,亚太实业,9.66,6.39,106497.0,100920940.0,3.29
603800,洪田股份,55.82,6.38,53847.0,292820002.0,2.59
688786,悦安新材,26.85,6.38,34525.0,90367185.0,2.0
601168,西部矿业,40.64,6.36,514755.0,2054570087.0,2.16
300671,富满微,58.27,6.35,121716.0,686147691.38,5.51
301051,信濠光电,14.62,6.33,68884.0,99084657.8,3.05
688123,聚辰股份,119.61,6.32,60500.0,699508983.0,3.81
688605,先锋精科,71.45,6.32,54818.0,381023945.0,5.06
301186,超达装备,35.05,6.31,15598.0,53832857.6,1.45
600234,科新发展,19.44,6.29,26824.0,51418922.0,1.02
688653,康希通信,12.34,6.29,121474.0,146713866.0,3.84
300508,维宏股份,44.87,6.28,40919.0,179111456.19,4.99
688172,燕东微,52.84,6.28,108430.0,560635214.0,0.9
601126,四方股份,44.77,6.27,310960.0,1354136653.0,3.77
300236,上海新阳,90.53,6.23,90857.0,801363645.49,3.26
002297,博云新材,17.94,6.22,429995.0,750302173.44,7.5
300870,欧陆通,196.17,6.22,49583.0,944428824.87,3.25
