date,open,high,low,close,volume
2025-04-30,39.84,40.89,39.58,40.55,246568.0
2025-05-06,41.01,41.88,40.85,41.76,249908.0
2025-05-07,42.3,42.96,41.76,42.18,312202.0
2025-05-08,42.05,43.45,41.9,43.28,318016.0
2025-05-09,43.0,43.32,42.5,42.9,221594.0
2025-05-12,43.2,43.52,42.89,43.24,197462.0
2025-05-13,43.68,43.68,42.58,42.62,198039.0
2025-05-14,42.89,43.56,42.22,43.2,335405.0
2025-05-15,43.55,45.0,42.63,42.69,269150.0
2025-05-16,42.49,43.55,42.41,42.91,178367.0
2025-05-19,42.62,42.74,41.75,41.93,208658.0
2025-05-20,41.95,42.4,41.66,42.32,134253.0
2025-05-21,42.33,42.33,41.85,42.08,93587.0
2025-05-22,42.07,42.26,41.66,41.7,94730.0
2025-05-23,41.71,42.98,41.71,41.86,228848.0
2025-05-26,42.18,42.95,42.1,42.47,151692.0
2025-05-27,42.44,42.47,41.42,41.78,153857.0
2025-05-28,41.82,42.05,41.54,41.8,105608.0
2025-05-29,41.89,43.29,41.63,42.99,239018.0
2025-05-30,42.7,42.83,42.04,42.19,130053.0
2025-06-03,42.01,42.47,41.96,42.11,94778.0
2025-06-04,42.37,43.16,42.26,42.81,173229.0
2025-06-05,42.82,44.5,42.79,44.34,330744.0
2025-06-06,44.3,45.0,44.05,44.77,240153.0
2025-06-09,45.0,45.78,44.84,45.11,254631.0
2025-06-10,44.9,44.94,44.13,44.41,184540.0
2025-06-11,44.44,44.87,44.31,44.32,126773.0
2025-06-12,44.22,45.45,44.05,44.93,214662.0
2025-06-13,44.69,45.6,44.55,45.03,195642.0
2025-06-16,44.71,46.14,44.65,45.52,221745.0
2025-06-17,45.6,45.67,44.56,44.69,174369.0
2025-06-18,45.0,45.08,44.14,44.74,189216.0
2025-06-19,44.56,45.1,43.71,43.96,170630.0
2025-06-20,43.73,44.5,43.65,44.03,156722.0
2025-06-23,43.65,45.44,43.6,44.38,203157.0
2025-06-24,45.01,46.49,45.01,46.28,364991.0
2025-06-25,46.4,47.19,45.99,46.6,241040.0
2025-06-26,46.72,47.32,46.37,46.45,205821.0
2025-06-27,46.52,46.88,45.85,46.33,208891.0
2025-06-30,46.76,47.46,46.63,47.01,247743.0
2025-07-01,47.0,47.0,46.21,46.46,188429.0
2025-07-02,46.3,46.39,45.11,45.27,222191.0
2025-07-03,45.47,45.96,45.42,45.79,153500.0
2025-07-04,45.66,46.1,45.03,45.15,183940.0
2025-07-07,45.0,45.25,44.0,44.47,175645.0
2025-07-08,44.53,45.15,44.31,44.93,368630.0
2025-07-09,46.56,48.29,46.33,47.32,621635.0
2025-07-10,47.78,47.78,46.5,47.18,277107.0
2025-07-11,47.0,47.18,46.3,46.34,258516.0
2025-07-14,46.33,46.58,45.8,45.94,189863.0
2025-07-15,46.19,48.66,46.17,48.27,562974.0
2025-07-16,48.27,49.09,47.65,47.7,386981.0
2025-07-17,47.7,50.5,47.59,49.55,458184.0
2025-07-18,49.75,50.2,48.69,48.82,286747.0
2025-07-21,48.51,48.82,47.72,48.17,299114.0
2025-07-22,48.2,50.44,48.08,48.74,423189.0
2025-07-23,48.23,48.4,47.7,48.03,244267.0
2025-07-24,48.76,48.87,47.6,48.07,288702.0
2025-07-25,48.08,48.17,47.41,47.85,198191.0
2025-07-28,48.77,50.83,48.58,50.42,638659.0
2025-07-29,50.03,51.5,49.7,51.45,467091.0
2025-07-30,51.15,51.23,49.81,50.28,351584.0
2025-07-31,50.93,52.35,50.24,50.56,551895.0
2025-08-01,50.39,51.48,49.45,50.08,387076.0
2025-08-04,49.65,50.49,49.52,50.06,242658.0
2025-08-05,50.66,51.7,50.06,51.1,378106.0
2025-08-06,50.82,51.59,50.71,51.02,246443.0
2025-08-07,50.98,51.25,48.75,49.6,463358.0
2025-08-08,49.44,50.12,49.21,49.43,205658.0
