date,open,high,low,close,volume
2025-12-18,78.39,78.39,65.04,66.62,152947.0
2025-12-19,60.39,61.35,56.84,56.88,117000.0
2025-12-22,54.89,55.97,53.43,53.58,84506.0
2025-12-23,52.65,57.6,50.79,55.1,110756.0
2025-12-24,52.29,52.72,51.4,51.45,71826.0
2025-12-25,51.01,51.43,50.59,50.96,40886.0
2025-12-26,50.67,51.34,50.6,50.78,33716.0
2025-12-29,50.69,50.7,49.47,49.58,36017.0
2025-12-30,49.39,49.54,48.78,48.78,25923.0
2025-12-31,48.8,49.05,48.55,48.56,18730.0
2026-01-05,48.45,49.05,48.45,48.98,18665.0
2026-01-06,48.85,49.38,48.8,49.32,19052.0
2026-01-07,49.3,49.91,48.96,49.54,25918.0
2026-01-08,49.39,49.64,49.21,49.42,17674.0
2026-01-09,49.47,49.62,49.33,49.52,18615.0
2026-01-12,49.62,49.78,49.3,49.7,21881.0
2026-01-13,49.71,50.24,49.39,49.96,27097.0
2026-01-14,49.96,50.29,49.43,49.63,25050.0
2026-01-15,49.39,49.87,49.32,49.53,15376.0
2026-01-16,49.49,50.33,49.46,50.32,24554.0
2026-01-19,50.29,51.89,50.08,51.84,40418.0
2026-01-20,51.83,51.83,50.55,50.85,23897.0
2026-01-21,50.68,51.09,50.52,50.98,15593.0
2026-01-22,50.98,51.07,50.61,50.67,13981.0
2026-01-23,50.71,50.97,50.59,50.93,13962.0
2026-01-26,50.91,51.87,50.78,51.39,24291.0
2026-01-27,51.14,51.78,49.74,51.24,20253.0
2026-01-28,51.09,51.39,50.42,50.49,15782.0
2026-01-29,50.52,50.52,49.57,49.59,16313.0
2026-01-30,49.39,51.36,49.3,50.87,26013.0
2026-02-02,50.7,51.14,50.01,50.03,14342.0
2026-02-03,50.1,50.5,49.72,50.24,12178.0
2026-02-04,50.33,51.1,50.24,50.61,14238.0
2026-02-05,50.6,50.68,50.03,50.51,11964.0
2026-02-06,50.21,50.89,50.08,50.61,12711.0
2026-02-09,50.88,51.55,50.6,51.49,18616.0
2026-02-10,51.5,51.67,51.09,51.39,11453.0
2026-02-11,51.2,51.54,51.01,51.04,8670.0
2026-02-12,51.03,51.04,50.31,50.48,12058.0
2026-02-13,50.38,50.61,49.91,49.99,8810.0
2026-02-24,49.99,50.44,49.99,50.41,6289.0
2026-02-25,50.41,51.16,50.29,51.13,13391.0
2026-02-26,51.06,53.36,50.84,52.22,32377.0
2026-02-27,52.22,52.83,52.0,52.38,17314.0
2026-03-02,51.57,53.29,51.33,51.55,21892.0
2026-03-03,51.64,53.07,50.07,50.07,24539.0
2026-03-04,49.39,50.37,48.69,49.26,16407.0
2026-03-05,49.69,50.39,49.04,49.4,11745.0
2026-03-06,49.3,52.27,49.1,52.04,26302.0
2026-03-09,51.4,53.28,51.4,53.27,34578.0
2026-03-10,53.27,55.74,52.89,55.65,43523.0
2026-03-11,56.61,58.15,54.9,55.49,61899.0
2026-03-12,55.39,56.39,54.14,56.29,28863.0
2026-03-13,56.19,57.01,55.34,55.39,28334.0
2026-03-16,55.34,56.07,54.59,55.59,17115.0
2026-03-17,55.54,56.02,53.36,53.39,31096.0
2026-03-18,54.28,54.36,51.53,52.69,19505.0
2026-03-19,52.49,54.05,51.99,53.51,27502.0
2026-03-20,53.48,57.57,53.48,56.27,54261.0
2026-03-23,56.69,56.84,53.09,53.5,33600.0
2026-03-24,54.67,55.74,52.05,53.72,32389.0
2026-03-25,53.39,54.33,51.46,52.31,31634.0
2026-03-26,52.31,53.31,51.59,52.72,28665.0
2026-03-27,52.15,53.49,51.39,53.28,25616.0
2026-03-30,52.39,55.49,52.39,54.27,43586.0
2026-03-31,54.96,55.88,53.92,55.27,43623.0
2026-04-01,55.9,56.68,55.09,56.27,41692.0
2026-04-02,56.39,57.39,55.99,57.27,38232.0
2026-04-03,56.88,58.3,55.9,58.27,46159.0
2026-04-07,58.27,59.89,57.41,58.37,58109.0
2026-04-08,58.29,59.43,57.69,59.38,50263.0
2026-04-09,58.89,61.39,58.5,61.38,45408.0
2026-04-10,60.94,63.39,60.39,61.4,59616.0
2026-04-13,60.78,61.82,59.9,61.62,34574.0
2026-04-14,61.89,62.2,61.19,62.11,41273.0
2026-04-15,62.39,62.79,60.85,62.63,44431.0
2026-04-16,62.57,65.38,62.28,64.29,43206.0
2026-04-17,64.03,64.95,63.4,64.03,40794.0
2026-04-20,63.39,64.89,62.43,64.51,33051.0
2026-04-21,64.29,65.14,63.96,64.17,21862.0
2026-04-22,64.41,65.76,64.27,64.61,27042.0
2026-04-23,64.54,65.27,63.39,64.98,57447.0
2026-04-24,63.47,64.87,62.89,64.07,38792.0
2026-04-27,63.39,63.39,57.6,57.6,24813.0
2026-04-28,51.78,55.85,51.78,53.43,48178.0
2026-04-29,52.99,54.68,52.43,54.33,38211.0
2026-04-30,54.27,54.95,53.43,54.04,22799.0
2026-05-06,53.77,54.02,48.64,51.95,46465.0
2026-05-07,51.82,52.53,51.11,52.49,23856.0
2026-05-08,52.39,54.28,51.81,53.74,27389.0
2026-05-11,53.73,54.83,51.84,52.75,27893.0
2026-05-12,52.77,53.39,51.26,51.69,18260.0
2026-05-13,51.39,51.44,50.59,50.64,21533.0
2026-05-14,50.65,50.65,48.69,48.79,26000.0
2026-05-15,48.7,48.99,47.22,48.07,20064.0
2026-05-18,48.04,48.04,46.37,46.73,19167.0
2026-05-19,46.73,47.19,46.0,46.16,15038.0
2026-05-20,46.0,46.0,44.51,45.09,16439.0
2026-05-21,45.17,45.83,43.89,43.99,15033.0
2026-05-22,44.07,45.97,43.69,45.81,17389.0
2026-05-25,46.19,46.27,43.89,44.08,16861.0
2026-05-26,44.49,44.49,42.43,43.29,13842.0
2026-05-27,43.29,43.57,41.09,41.38,17026.0
2026-05-28,41.33,41.88,40.57,41.6,13366.0
2026-05-29,41.89,42.87,40.54,40.74,13350.0
2026-06-01,40.74,41.55,40.52,41.1,12073.0
2026-06-02,41.37,41.37,39.64,39.91,13135.0
2026-06-03,39.88,39.91,39.0,39.35,11797.0
2026-06-04,39.35,40.75,39.06,39.47,13410.0
2026-06-05,39.59,40.48,38.74,39.78,14605.0
2026-06-08,39.3,39.68,37.6,38.14,14591.0
2026-06-09,38.21,38.55,37.8,38.09,8567.0
2026-06-10,38.09,38.09,36.4,37.02,12107.0
2026-06-11,36.83,37.15,36.48,37.02,7868.0
2026-06-12,37.44,38.66,37.25,38.64,13302.0
2026-06-15,38.69,39.99,38.69,39.97,15444.0
2026-06-16,40.15,40.73,38.89,40.61,17376.0
2026-06-17,40.37,40.59,39.62,40.09,10528.0
2026-06-18,40.23,40.31,39.0,39.19,8798.0
2026-06-22,39.01,39.24,37.52,39.04,11192.0
2026-06-23,39.51,39.77,39.03,39.25,8645.0
2026-06-24,39.15,39.5,37.9,38.02,7843.0
2026-06-25,37.9,38.48,36.95,37.06,8708.0
2026-06-26,36.9,37.07,35.52,35.56,12264.0
2026-06-29,35.54,35.63,34.0,35.04,10683.0
2026-06-30,35.01,35.48,34.63,35.18,8035.0
2026-07-01,35.18,38.15,35.06,37.33,17627.0
2026-07-02,37.06,38.32,36.89,37.5,12355.0
2026-07-03,37.52,38.64,37.12,38.17,9236.0
2026-07-06,38.62,38.62,37.5,37.53,8672.0
2026-07-07,37.78,37.78,36.1,36.29,9398.0
2026-07-08,36.29,36.49,35.35,35.42,6992.0
2026-07-09,35.67,35.67,34.23,34.68,8355.0
2026-07-10,35.33,35.64,34.34,35.18,8300.0
2026-07-13,35.0,35.28,33.6,33.63,9171.0
2026-07-14,33.6,34.44,33.3,34.4,7873.0
2026-07-15,34.44,35.07,34.12,34.62,7408.0
2026-07-16,34.28,35.45,34.23,34.9,8440.0
2026-07-17,34.87,35.46,33.6,33.87,7576.0
2026-07-20,33.8,34.88,33.08,33.61,11228.0
2026-07-21,33.59,33.77,32.47,33.65,10442.0
2026-07-22,33.5,33.83,32.97,33.11,6014.0
2026-07-23,33.11,34.37,32.99,34.32,7737.0
2026-07-24,33.88,34.3,33.48,33.52,4903.0
2026-07-27,33.63,34.42,33.53,34.35,4873.0
2026-07-28,34.01,34.8,33.9,34.46,4855.0
2026-07-29,34.46,35.24,34.46,35.09,6357.0
2026-07-30,34.79,36.1,34.79,35.6,10404.0
2026-07-31,35.61,36.12,35.5,35.8,6885.0
2026-08-03,35.69,36.28,35.66,36.24,3568.0
