date,open,high,low,close,volume
2025-04-30,18.11,18.38,17.87,17.89,13058.0
2025-05-06,18.04,18.42,17.93,18.39,20394.0
2025-05-07,18.83,19.08,18.41,18.51,20697.0
2025-05-08,18.47,19.65,18.39,19.24,33344.0
2025-05-09,19.22,19.27,18.92,18.93,16097.0
2025-05-12,19.17,19.74,19.06,19.26,24561.0
2025-05-13,19.85,22.97,19.85,21.21,119781.0
2025-05-14,20.69,22.47,19.91,22.4,141006.0
2025-05-15,21.55,22.5,20.88,21.36,103943.0
2025-05-16,20.81,21.15,20.25,20.35,74670.0
2025-05-19,20.15,20.57,19.62,20.16,72876.0
2025-05-20,20.0,21.32,19.7,20.91,99696.0
2025-05-21,20.54,21.0,20.31,20.53,54363.0
2025-05-22,20.28,20.89,19.8,19.82,45134.0
2025-05-23,19.89,19.99,19.36,19.43,34403.0
2025-05-26,19.36,19.67,19.22,19.56,25226.0
2025-05-27,19.54,19.71,19.15,19.28,27818.0
2025-05-28,19.39,19.39,18.98,19.19,28334.0
2025-05-29,19.38,19.55,19.22,19.37,26360.0
2025-05-30,19.2,19.34,18.78,18.84,29355.0
2025-06-03,18.82,19.4,18.65,19.22,26378.0
2025-06-04,19.22,19.31,18.85,19.05,27156.0
2025-06-05,19.04,19.79,18.91,19.4,47645.0
2025-06-06,19.29,19.29,18.78,18.91,32955.0
2025-06-09,18.91,19.35,18.86,19.32,34868.0
2025-06-10,19.36,19.8,18.9,19.21,40289.0
2025-06-11,19.13,19.75,19.11,19.45,34408.0
2025-06-12,19.4,19.7,19.21,19.59,35044.0
2025-06-13,19.59,19.59,18.71,18.82,41955.0
2025-06-16,18.76,18.84,18.58,18.7,20324.0
2025-06-17,18.79,18.79,18.28,18.33,19822.0
2025-06-18,18.33,18.34,17.96,18.2,17212.0
2025-06-19,18.15,18.29,17.63,17.71,16477.0
2025-06-20,18.84,18.84,17.65,17.81,30839.0
2025-06-23,17.66,17.93,17.54,17.85,19445.0
2025-06-24,17.77,18.24,17.74,18.23,17187.0
2025-06-25,18.24,18.33,18.01,18.26,17064.0
2025-06-26,18.23,18.23,17.87,17.92,18822.0
2025-06-27,17.92,18.38,17.92,18.12,16200.0
2025-06-30,18.12,18.3,18.03,18.25,14543.0
2025-07-01,18.26,18.45,18.19,18.38,18382.0
2025-07-02,18.38,18.4,18.1,18.29,19973.0
2025-07-03,18.53,19.04,18.48,18.62,35375.0
2025-07-04,18.55,18.58,18.04,18.09,28229.0
2025-07-07,18.07,18.4,18.05,18.36,15850.0
2025-07-08,18.32,18.67,18.32,18.61,18957.0
2025-07-09,18.58,18.69,18.38,18.45,24278.0
2025-07-10,18.38,18.51,18.25,18.39,16180.0
2025-07-11,18.39,18.46,18.19,18.29,20279.0
2025-07-14,18.33,18.35,18.19,18.22,18144.0
2025-07-15,18.17,18.21,17.87,18.0,24280.0
2025-07-16,17.99,18.32,17.99,18.22,15806.0
2025-07-17,18.28,18.28,17.92,18.13,20509.0
2025-07-18,18.14,18.19,18.0,18.14,14444.0
2025-07-21,18.08,18.24,18.03,18.11,22284.0
2025-07-22,18.15,18.15,17.93,18.1,23437.0
2025-07-23,18.12,18.18,18.02,18.02,22382.0
2025-07-24,18.1,18.34,18.03,18.34,34061.0
2025-07-25,18.26,18.62,18.2,18.6,36934.0
2025-07-28,18.6,18.99,18.49,18.54,38015.0
2025-07-29,18.53,18.67,18.2,18.47,31004.0
2025-07-30,18.38,18.45,18.1,18.23,35233.0
2025-07-31,18.23,18.3,17.82,17.88,36235.0
2025-08-01,17.88,17.99,17.77,17.93,21529.0
2025-08-04,17.88,18.19,17.77,18.16,24121.0
2025-08-05,18.2,18.32,18.09,18.24,20511.0
2025-08-06,18.23,18.37,18.11,18.35,18087.0
2025-08-07,18.4,18.55,18.24,18.27,23170.0
2025-08-08,18.31,18.31,18.03,18.17,18747.0
2025-08-11,18.2,18.71,18.15,18.6,39942.0
2025-08-12,18.65,19.06,18.61,18.89,41351.0
2025-08-13,18.89,19.07,18.73,18.91,29769.0
2025-08-14,18.9,18.99,18.54,18.65,26043.0
2025-08-15,18.6,18.96,18.6,18.82,24341.0
2025-08-18,18.86,20.3,18.81,19.69,79367.0
2025-08-19,19.71,19.88,19.39,19.69,40674.0
2025-08-20,19.61,20.0,19.51,19.95,39710.0
2025-08-21,19.93,20.06,19.63,19.82,39312.0
2025-08-22,19.81,20.09,19.61,19.71,32149.0
2025-08-25,19.7,19.79,19.46,19.56,32480.0
2025-08-26,19.57,20.32,19.49,20.0,71401.0
2025-08-27,20.34,20.5,19.2,19.2,63163.0
2025-08-28,19.22,19.67,18.5,19.14,49020.0
2025-08-29,19.07,19.26,18.91,19.02,31918.0
2025-09-01,19.11,19.32,18.71,18.89,32303.0
2025-09-02,18.92,18.94,18.35,18.72,31179.0
2025-09-03,18.74,18.9,18.29,18.39,21037.0
2025-09-04,18.35,19.7,18.3,19.69,87849.0
2025-09-05,19.64,20.14,19.19,19.98,74793.0
2025-09-08,20.14,20.55,19.57,19.79,71526.0
2025-09-09,19.78,20.37,19.7,20.1,61270.0
2025-09-10,20.13,20.2,19.76,20.01,30063.0
2025-09-11,19.82,19.94,19.62,19.9,29806.0
2025-09-12,19.94,19.94,19.44,19.45,25799.0
2025-09-15,19.34,20.23,19.16,20.2,61859.0
2025-09-16,20.19,20.5,19.75,20.5,61966.0
2025-09-17,20.5,20.5,20.06,20.36,42043.0
2025-09-18,20.35,20.6,19.67,19.85,49152.0
2025-09-19,19.85,21.7,19.74,21.69,107690.0
2025-09-22,21.31,21.31,20.34,20.6,90280.0
2025-09-23,20.58,20.58,19.74,20.3,49221.0
2025-09-24,20.11,20.23,19.91,20.19,32603.0
2025-09-25,20.23,20.5,19.88,20.12,49078.0
2025-09-26,19.94,19.94,19.23,19.26,49737.0
2025-09-29,19.15,19.48,18.98,19.29,26419.0
2025-09-30,19.32,19.48,19.14,19.35,21512.0
2025-10-09,19.36,19.9,19.07,19.53,41112.0
2025-10-10,19.54,19.79,19.36,19.42,23353.0
2025-10-13,18.84,19.2,18.41,19.08,31703.0
2025-10-14,19.11,19.19,18.78,18.8,29814.0
2025-10-15,18.81,19.66,18.8,19.37,35077.0
2025-10-16,19.48,19.8,19.23,19.29,22891.0
2025-10-17,19.29,19.45,18.71,18.83,20252.0
2025-10-20,18.91,19.15,18.81,18.95,16968.0
2025-10-21,18.95,19.38,18.78,19.2,18826.0
2025-10-22,19.18,19.33,18.97,18.99,13345.0
2025-10-23,18.98,19.46,18.91,19.44,32581.0
2025-10-24,19.47,19.66,19.29,19.37,22551.0
2025-10-27,19.43,19.88,19.31,19.77,25570.0
2025-10-28,19.48,19.62,18.28,18.39,95480.0
2025-10-29,18.36,18.88,18.16,18.75,47357.0
2025-10-30,18.74,18.94,18.51,18.6,41055.0
2025-10-31,18.66,19.05,18.66,18.81,25454.0
2025-11-03,18.93,18.93,18.64,18.91,16432.0
2025-11-04,18.91,18.95,18.66,18.71,15650.0
2025-11-05,18.55,18.72,18.5,18.63,13059.0
2025-11-06,18.62,18.72,18.5,18.65,15182.0
2025-11-07,18.6,18.72,18.4,18.42,19577.0
2025-11-10,18.5,18.85,18.29,18.8,21844.0
2025-11-11,18.75,18.93,18.7,18.78,13978.0
2025-11-12,18.78,18.98,18.69,18.84,18252.0
2025-11-13,18.84,18.9,18.6,18.86,16370.0
2025-11-14,18.8,19.17,18.73,18.83,19690.0
2025-11-17,18.8,18.92,18.54,18.59,16430.0
2025-11-18,18.56,18.65,18.44,18.56,12163.0
2025-11-19,18.43,18.45,17.78,17.94,25307.0
2025-11-20,17.94,18.15,17.79,17.93,15968.0
2025-11-21,17.86,18.08,17.65,17.69,25502.0
2025-11-24,17.69,18.0,17.69,17.83,19514.0
2025-11-25,17.93,18.08,17.86,17.88,17318.0
2025-11-26,17.86,18.23,17.85,17.95,18951.0
2025-11-27,18.06,18.48,17.91,18.16,19945.0
2025-11-28,18.16,18.37,18.01,18.37,14541.0
2025-12-01,18.39,18.6,18.24,18.57,21219.0
2025-12-02,18.53,18.6,18.34,18.53,15162.0
2025-12-03,18.53,18.98,18.48,18.81,28904.0
2025-12-04,18.8,19.08,18.6,18.98,20374.0
2025-12-05,18.99,19.21,18.79,19.01,24453.0
2025-12-08,19.01,19.71,18.84,19.41,32838.0
2025-12-09,19.36,19.62,19.08,19.09,19190.0
2025-12-10,19.1,19.42,18.97,19.33,17413.0
2025-12-11,19.3,19.38,19.03,19.03,16993.0
2025-12-12,19.03,19.27,18.92,18.99,13352.0
2025-12-15,18.97,19.27,18.8,19.22,15882.0
2025-12-16,19.25,19.69,19.13,19.56,26866.0
2025-12-17,19.46,19.53,19.1,19.35,23984.0
2025-12-18,19.39,19.62,19.29,19.34,16296.0
2025-12-19,19.4,19.81,19.31,19.72,22953.0
2025-12-22,19.91,19.93,19.27,19.27,21738.0
2025-12-23,19.3,19.39,19.01,19.02,15469.0
2025-12-24,19.05,19.22,18.82,19.0,21779.0
2025-12-25,19.05,19.17,18.92,19.07,15174.0
2025-12-26,19.1,19.11,18.75,18.76,13811.0
2025-12-29,18.86,18.9,18.45,18.54,18195.0
2025-12-30,18.41,18.54,18.3,18.41,10663.0
2025-12-31,18.44,18.52,18.06,18.07,20129.0
2026-01-05,18.1,18.3,18.09,18.29,22053.0
2026-01-06,18.31,18.47,18.2,18.43,20529.0
2026-01-07,18.46,18.5,17.96,18.01,33888.0
2026-01-08,17.98,18.45,17.9,18.4,33855.0
2026-01-09,18.38,18.68,18.34,18.6,32470.0
2026-01-12,18.77,19.17,18.32,19.09,32597.0
2026-01-13,19.08,19.36,18.9,19.04,32350.0
2026-01-14,19.05,19.55,18.88,19.19,29004.0
2026-01-15,19.06,19.53,19.01,19.31,20633.0
2026-01-16,19.53,19.57,19.13,19.27,20657.0
2026-01-19,19.27,19.7,19.27,19.55,26747.0
2026-01-20,19.54,19.9,19.49,19.86,28340.0
2026-01-21,19.73,19.98,19.53,19.68,25367.0
2026-01-22,19.55,20.26,19.55,19.92,29496.0
2026-01-23,19.88,19.99,19.62,19.71,28569.0
2026-01-26,19.86,19.91,19.41,19.61,23692.0
2026-01-27,19.56,19.76,19.2,19.55,20144.0
2026-01-28,19.62,19.71,19.43,19.59,19326.0
2026-01-29,19.51,20.02,19.47,19.77,23473.0
2026-01-30,19.71,20.17,19.55,20.03,31668.0
2026-02-02,19.92,20.06,19.22,19.22,36508.0
2026-02-03,19.36,19.62,19.32,19.53,22603.0
2026-02-04,19.5,19.91,19.41,19.86,19649.0
2026-02-05,19.85,20.34,19.81,20.09,27506.0
2026-02-06,20.01,20.19,19.74,19.88,18329.0
2026-02-09,19.99,20.19,19.8,20.1,19041.0
2026-02-10,20.18,20.34,19.99,20.23,20766.0
2026-02-11,20.22,20.43,20.03,20.14,18933.0
2026-02-12,20.16,20.35,20.0,20.05,16436.0
2026-02-13,20.1,20.43,19.96,20.04,22011.0
2026-02-24,20.38,20.6,19.86,19.95,25968.0
2026-02-25,19.94,20.03,19.24,19.36,35538.0
2026-02-26,19.38,19.4,18.9,19.05,28952.0
2026-02-27,19.03,19.17,18.87,18.98,20261.0
2026-03-02,18.72,18.8,17.84,18.09,39919.0
2026-03-03,18.06,18.25,17.65,17.68,29363.0
2026-03-04,17.87,17.87,17.1,17.26,31490.0
2026-03-05,17.52,17.56,17.13,17.29,30766.0
2026-03-06,17.21,17.52,17.21,17.46,24913.0
2026-03-09,17.18,17.32,16.7,17.06,38451.0
2026-03-10,17.15,17.87,17.15,17.53,40555.0
2026-03-11,17.51,17.87,17.48,17.65,38942.0
2026-03-12,17.6,17.68,17.25,17.28,31946.0
2026-03-13,17.22,17.44,17.15,17.18,21920.0
2026-03-16,17.11,17.29,16.99,17.26,25541.0
2026-03-17,17.32,17.78,17.31,17.48,41277.0
2026-03-18,17.49,17.62,17.28,17.58,32058.0
2026-03-19,17.4,17.65,17.03,17.13,24704.0
2026-03-20,17.13,17.27,16.71,16.71,26120.0
2026-03-23,16.56,16.56,15.71,15.94,36110.0
2026-03-24,16.22,16.28,15.89,16.26,27655.0
2026-03-25,16.35,16.49,16.26,16.32,26063.0
2026-03-26,16.32,16.61,16.06,16.13,17353.0
2026-03-27,15.95,16.4,15.94,16.3,28420.0
2026-03-30,16.14,16.24,15.87,16.12,22142.0
2026-03-31,16.08,16.36,15.97,15.99,16820.0
2026-04-01,16.15,16.42,16.13,16.27,26127.0
2026-04-02,16.21,16.24,15.83,15.86,25349.0
2026-04-03,15.86,15.95,15.35,15.39,25942.0
2026-04-07,15.44,15.59,15.27,15.36,26240.0
2026-04-08,15.8,16.0,15.7,15.9,35683.0
2026-04-09,15.84,15.92,15.44,15.5,22640.0
2026-04-10,15.59,15.89,15.59,15.71,19764.0
2026-04-13,15.62,15.91,15.55,15.66,19643.0
2026-04-14,15.78,15.89,15.66,15.86,19362.0
2026-04-15,15.91,16.37,15.88,16.05,35707.0
2026-04-16,16.12,16.84,16.06,16.37,60401.0
2026-04-17,16.38,16.39,15.93,16.11,46783.0
2026-04-20,16.17,16.43,16.01,16.37,39751.0
2026-04-21,16.35,16.79,16.32,16.67,38971.0
2026-04-22,16.57,17.0,16.48,16.6,33837.0
2026-04-23,16.61,16.72,16.4,16.5,27034.0
2026-04-24,16.42,16.63,15.9,16.09,37069.0
2026-04-27,16.15,16.25,15.7,16.0,37042.0
2026-04-28,16.01,16.07,15.74,15.8,23583.0
2026-04-29,15.65,17.88,15.63,17.58,169820.0
2026-04-30,17.58,17.68,16.52,16.65,82153.0
2026-05-06,16.7,17.18,16.65,16.99,60342.0
2026-05-07,16.93,17.92,16.9,17.66,63623.0
2026-05-08,17.68,18.1,17.57,17.66,48725.0
2026-05-11,17.7,18.88,17.35,18.5,74245.0
2026-05-12,18.37,18.48,17.83,17.91,40329.0
2026-05-13,17.88,17.91,17.39,17.54,31052.0
2026-05-14,17.53,18.22,17.23,17.74,58689.0
2026-05-15,18.04,18.74,18.0,18.48,60591.0
2026-05-18,18.11,18.33,17.41,17.57,53966.0
2026-05-19,17.55,17.97,17.26,17.87,35432.0
2026-05-20,18.3,19.38,18.3,19.08,102029.0
2026-05-21,18.91,19.17,18.12,18.12,68167.0
2026-05-22,18.86,19.15,18.52,18.79,80128.0
2026-05-25,19.77,19.86,18.6,19.02,75793.0
2026-05-26,19.03,19.04,18.07,18.41,57710.0
2026-05-27,18.29,18.3,17.46,17.57,57804.0
2026-05-28,17.51,18.19,17.42,17.81,48641.0
2026-05-29,17.81,17.89,17.28,17.62,33909.0
2026-06-01,17.22,18.52,17.06,18.4,58946.0
2026-06-02,18.38,18.4,17.58,17.76,32468.0
