date,open,high,low,close,volume,amount
2026-05-19,1291.34,1299.24,1287.53,1293.68,4325464.0,5719170335.0
2026-05-20,1290.46,1302.17,1283.62,1284.6,4748733.0,6271273748.0
2026-05-21,1282.62,1292.92,1280.69,1280.69,3886838.0,5112740391.0
2026-05-22,1280.64,1281.58,1260.29,1260.37,4915714.0,6372389482.0
2026-05-25,1257.24,1274.62,1247.48,1256.15,4635276.0,5978725158.0
2026-05-26,1255.63,1260.07,1240.65,1243.94,4593162.0,5867830633.0
2026-05-27,1238.7,1288.5,1221.2,1272.87,8272791.0,10586574902.0
2026-05-28,1260.17,1273.85,1241.61,1246.48,4588998.0,5895475019.0
2026-05-29,1241.22,1298.27,1240.64,1295.34,7647805.0,10037388211.0
2026-06-01,1296.32,1296.32,1271.22,1279.32,4384460.0,5741133268.0
2026-06-02,1275.8,1295.69,1270.92,1277.0,3636185.0,4769963104.0
2026-06-03,1273.85,1273.85,1246.5,1252.27,5247652.0,6743202681.0
2026-06-04,1249.42,1259.19,1237.4,1238.68,3350617.0,4273269325.0
2026-06-05,1248.45,1253.34,1238.43,1243.43,3130397.0,3984001862.0
2026-06-08,1242.59,1248.45,1230.87,1233.78,3082836.0,3898027116.0
2026-06-09,1233.79,1233.8,1223.59,1226.96,2786012.0,3500590715.0
2026-06-10,1223.13,1252.36,1221.3,1246.38,3924414.0,4991686419.0
2026-06-11,1242.71,1253.22,1237.62,1249.43,2535198.0,3230008220.0
2026-06-12,1241.79,1265.06,1235.76,1262.04,5049478.0,6477910214.0
2026-06-15,1262.81,1262.81,1240.73,1241.71,4158556.0,5303656129.0
2026-06-16,1237.72,1238.57,1225.98,1226.64,3496974.0,4399957625.0
2026-06-17,1228.91,1230.64,1209.92,1211.33,4480330.0,5581256291.0
2026-06-18,1206.45,1210.23,1183.22,1186.91,5747173.0,7016713941.0
2026-06-22,1186.23,1223.83,1177.14,1212.71,5825131.0,7163236298.0
2026-06-23,1210.35,1234.78,1188.86,1194.19,5800405.0,7179745911.0
2026-06-24,1194.38,1213.16,1179.59,1179.76,4533528.0,5516574460.0
2026-06-25,1179.09,1198.63,1172.26,1184.08,4844649.0,5860481755.0
2026-06-26,1199.0,1199.0,1168.1,1168.63,5006647.0,5922014054.0
2026-06-29,1169.0,1215.0,1151.01,1194.96,6687812.0,7949237761.0
2026-06-30,1187.0,1195.67,1176.0,1185.49,3960779.0,4684236159.0
2026-07-01,1180.1,1196.8,1166.33,1193.01,4247381.0,5033838236.0
2026-07-02,1193.01,1215.52,1190.51,1203.0,5087015.0,6122360932.0
2026-07-03,1205.24,1210.14,1185.0,1194.45,3426755.0,4099266243.0
2026-07-06,1186.0,1215.0,1180.0,1206.91,4097001.0,4913750668.0
2026-07-07,1200.0,1202.0,1188.11,1188.8,2736500.0,3264967794.0
2026-07-08,1188.77,1200.98,1177.0,1199.3,2577602.0,3071933498.0
2026-07-09,1191.0,1191.99,1178.0,1182.19,3409634.0,4035216946.0
2026-07-10,1182.2,1204.98,1170.28,1204.98,5221255.0,6223343642.0
2026-07-13,1197.12,1215.0,1190.19,1210.99,4198257.0,5056689558.0
2026-07-14,1208.99,1226.87,1205.0,1214.88,4352726.0,5294785036.0
2026-07-15,1203.66,1256.6,1198.66,1251.06,7194371.0,8922861367.0
2026-07-16,1252.0,1267.97,1245.05,1258.99,4761114.0,5987570858.0
2026-07-17,1269.01,1269.33,1238.98,1253.0,5841730.0,7322732709.0
2026-07-20,1270.0,1329.0,1266.0,1327.5,10615115.0,13898351084.0
2026-07-21,1338.98,1344.7,1296.87,1308.0,7714770.0,10174304108.0
2026-07-22,1300.0,1308.0,1283.24,1305.0,6518140.0,8431141766.0
2026-07-23,1299.8,1303.0,1285.43,1292.01,3391769.0,4392505599.0
2026-07-24,1305.0,1309.21,1286.2,1297.41,3569892.0,4622242878.0
2026-07-27,1308.0,1308.0,1279.58,1289.5,3199044.0,4129228560.0
2026-07-28,1299.0,1320.0,1289.52,1320.0,5313457.0,6960058121.0
2026-07-29,1333.83,1343.48,1312.06,1321.0,6232985.0,8282396819.0
2026-07-30,1323.0,1362.0,1322.0,1361.76,7187261.0,9712135434.0
2026-07-31,1330.03,1355.72,1325.77,1350.6,5512752.0,7373462605.0
