date,open,high,low,close,volume
2025-05-07,16.25,16.59,15.96,16.22,124294.0
2025-05-08,16.2,16.74,16.01,16.37,104566.0
2025-05-09,16.32,16.33,15.8,15.97,69309.0
2025-05-12,16.17,16.49,15.88,16.38,105840.0
2025-05-13,16.42,16.7,16.0,16.19,91736.0
2025-05-14,17.0,17.71,16.44,16.74,267919.0
2025-05-15,16.71,17.39,16.48,16.78,235694.0
2025-05-16,16.6,18.02,16.59,17.69,259928.0
2025-05-19,17.44,17.5,16.61,16.84,183606.0
2025-05-20,16.83,16.9,16.52,16.65,106020.0
2025-05-21,16.56,16.73,16.07,16.17,140217.0
2025-05-22,16.1,16.33,15.86,15.93,81311.0
2025-05-23,15.9,16.21,15.75,15.79,68234.0
2025-05-26,15.73,16.04,15.69,15.9,55160.0
2025-05-27,15.87,15.89,15.48,15.84,62310.0
2025-05-28,15.77,15.97,15.6,15.7,42119.0
2025-05-29,15.6,16.03,15.6,15.97,51039.0
2025-05-30,15.95,15.95,15.25,15.34,64227.0
2025-06-03,15.13,15.98,15.13,15.64,66225.0
2025-06-04,15.6,16.2,15.6,15.79,76461.0
2025-06-05,15.76,16.08,15.5,15.91,95121.0
2025-06-06,15.9,16.25,15.76,15.87,75775.0
2025-06-09,15.83,16.56,15.83,16.45,109924.0
2025-06-10,16.38,16.49,15.78,16.06,79953.0
2025-06-11,16.06,16.22,15.78,15.83,84919.0
2025-06-12,15.83,16.09,15.65,16.0,49999.0
2025-06-13,15.9,15.99,15.36,15.4,66846.0
2025-06-16,15.4,15.52,15.3,15.34,46448.0
2025-06-17,15.3,15.84,15.3,15.65,59133.0
2025-06-18,15.58,15.66,15.4,15.45,42780.0
2025-06-19,15.5,15.86,14.99,15.06,59856.0
2025-06-20,15.24,15.35,14.95,15.07,35432.0
2025-06-23,14.96,15.34,14.9,15.29,31441.0
2025-06-24,15.35,16.23,15.31,16.21,115921.0
2025-06-25,16.13,16.45,16.01,16.35,87510.0
2025-06-26,16.31,16.45,16.01,16.05,68521.0
2025-06-27,16.15,16.45,16.06,16.16,56260.0
2025-06-30,16.27,16.55,16.14,16.5,85933.0
2025-07-01,16.47,16.62,16.22,16.51,56223.0
2025-07-02,16.53,16.53,15.99,16.11,59498.0
2025-07-03,16.11,16.46,16.03,16.31,59258.0
2025-07-04,15.93,16.03,15.41,15.45,155746.0
2025-07-07,15.47,15.96,15.4,15.54,60525.0
